mysql> select * from rt2;
+---------------------+----------------+-----------+----------+-----------+------+------+------+------+------+------+------+------+------+------+------+------+
| createdDate         | sequenceNumber | frameType | latitude | longitude | c1   | c2   | c3   | c4   | c5   | c6   | c7   | c8   | c9   | c10  | c11  | c12  |
| 2014-09-07 18:32:55 |        8785614 |        20 | 56.43    | 27.45     |  692 |    0 |    0 |  850 |    0 |  876 |    0 |  559 |    0 |  737 |    0 |  736 |
| 2014-09-07 18:32:55 |        8785614 |        21 | 56.43    | 27.45     |  692 |    0 |    0 |  850 |    0 |  876 |    0 |  559 |    0 |  737 |    0 |  736 |
| 2014-09-07 18:33:05 |        8785614 |        22 | 57.03    | 27.11     |  692 |    0 |    0 |  850 |    0 |  876 |    0 |  559 |    0 |  737 |    0 |  736 |
| 2014-09-07 18:33:05 |        8785614 |        23 | 57.03    | 27.11     |  692 |    0 |    0 |  850 |    0 |  876 |    0 |  559 |    0 |  737 |    0 |  736 |
| 2014-09-07 18:33:05 |        8785615 |         0 | 57.03    | 27.11     |  692 |    0 |    0 |  850 |    0 |  876 |    0 |  559 |    0 |  737 |    0 |  736 |
| 2014-09-07 18:33:15 |        8785615 |         1 | 57.62    | 26.76     |  692 |    0 |    0 |  850 |    0 |  876 |    0 |  559 |    0 |  737 |    0 |  736 |
| 2014-09-07 18:33:20 |        8785615 |         2 | 57.92    | 26.58     |  692 |    0 |    0 |  850 |    0 |  876 |    0 |  559 |    0 |  737 |    0 |  736 |
| 2014-09-07 18:33:25 |        8785615 |         3 | 58.21    | 26.4      |  692 |    0 |    0 |  850 |    0 |  876 |    0 |  559 |    0 |  737 |    0 |  736 |
| 2014-09-07 18:33:30 |        8785615 |         4 | 58.51    | 26.22     |  692 |    0 |    0 |  850 |    0 |  876 |    0 |  559 |    0 |  737 |    0 |  736 |
| 2014-09-07 18:33:35 |        8785615 |         5 | 58.81    | 26.03     |  692 |    0 |    0 |  850 |    0 |  876 |    0 |  559 |    0 |  737 |    0 |  736 |
| 2014-09-07 18:33:40 |        8785615 |         6 | 59.1     | 25.84     |  692 |    0 |    0 |  850 |    0 |  876 |    0 |  559 |    0 |  737 |    0 |  736 |
| 2014-09-07 18:33:45 |        8785615 |         7 | 59.4     | 25.65     |  692 |    0 |    0 |  850 |    0 |  876 |    0 |  559 |    0 |  737 |    0 |  736 |
| 2014-09-07 18:33:50 |        8785615 |         8 | 59.69    | 25.45     |  692 |    0 |    0 |  850 |    0 |  876 |    0 |  559 |    0 |  737 |    0 |  736 |
| 2014-09-07 18:33:55 |        8785615 |         9 | 59.99    | 25.26     |  692 |    0 |    0 |  850 |    0 |  876 |    0 |  559 |    0 |  737 |    0 |  736 |
| 2014-09-07 18:34:00 |        8785615 |        10 | 60.28    | 25.05     |  692 |    0 |    0 |  850 |    0 |  876 |    0 |  559 |    0 |  737 |    0 |  736 |
| 2014-09-07 18:34:05 |        8785615 |        11 | 60.58    | 24.85     |  692 |    0 |    0 |  850 |    0 |  876 |    0 |  559 |    0 |  737 |    0 |  736 |
| 2014-09-07 18:34:10 |        8785615 |        12 | 60.87    | 24.64     |  692 |    0 |    0 |  850 |    0 |  876 |    0 |  559 |    0 |  737 |    0 |  736 |
| 2014-09-07 18:34:15 |        8785615 |        13 | 61.17    | 24.43     |  692 |    0 |    0 |  850 |    0 |  876 |    0 |  559 |    0 |  737 |    0 |  736 |
| 2014-09-07 18:34:15 |        8785615 |        14 | 61.17    | 24.43     |  692 |    0 |    0 |  850 |    0 |  876 |    0 |  559 |    0 |  737 |    0 |  736 |
| 2014-09-07 18:34:20 |        8785615 |        15 | 61.46    | 24.21     |  692 |    0 |    0 |  850 |    0 |  876 |    0 |  559 |    0 |  737 |    0 |  736 |
| 2014-09-07 18:34:25 |        8785615 |        16 | 61.75    | 24        |  692 |    0 |    0 |  850 |    0 |  876 |    0 |  559 |    0 |  737 |    0 |  736 |
| 2014-09-07 18:34:30 |        8785615 |        17 | 62.05    | 23.77     |  692 |    0 |    0 |  850 |    0 |  876 |    0 |  559 |    0 |  737 |    0 |  736 |
| 2014-09-07 18:34:35 |        8785615 |        18 | 62.34    | 23.55     |  692 |    0 |    0 |  850 |    0 |  876 |    0 |  559 |    0 |  737 |    0 |  736 |
| 2014-09-07 18:34:45 |        8785615 |        19 | 62.92    | 23.08     |  692 |    0 |    0 |  850 |    0 |  876 |    0 |  559 |    0 |  737 |    0 |  736 |
| 2014-09-07 18:34:45 |        8785615 |        20 | 62.93    | 23.08     |  692 |    0 |    0 |  850 |    0 |  876 |    0 |  559 |    0 |  737 |    0 |  736 |
| 2014-09-07 18:34:55 |        8785615 |        21 | 63.51    | 22.6      |  692 |    0 |    0 |  850 |    0 |  876 |    0 |  559 |    0 |  737 |    0 |  736 |
| 2014-09-07 18:34:55 |        8785615 |        22 | 63.51    | 22.6      |  692 |    0 |    0 |  850 |    0 |  876 |    0 |  559 |    0 |  737 |    0 |  736 |
| 2014-09-07 18:35:05 |        8785615 |        23 | 64.09    | 22.1      |  692 |    0 |    0 |  850 |    0 |  876 |    0 |  559 |    0 |  737 |    0 |  736 |
| 2014-09-07 18:35:10 |        8785616 |         0 | 64.38    | 21.84     |  692 |    0 |    0 |  850 |    0 |  876 |    0 |  559 |    0 |  737 |    0 |  736 |
| 2014-09-07 18:35:15 |        8785616 |         1 | 64.67    | 21.58     |  692 |    0 |    0 |  850 |    0 |  876 |    0 |  559 |    0 |  737 |    0 |  736 |
| 2014-09-07 18:35:20 |        8785616 |         2 | 64.96    | 21.31     |  692 |    0 |    0 |  850 |    0 |  876 |    0 |  559 |    0 |  737 |    0 |  736 |
| 2014-09-07 18:35:25 |        8785616 |         3 | 65.25    | 21.04     |  692 |    0 |    0 |  850 |    0 |  876 |    0 |  559 |    0 |  737 |    0 |  736 |
| 2014-09-07 18:35:30 |        8785616 |         4 | 65.54    | 20.76     |  692 |    0 |    0 |  850 |    0 |  876 |    0 |  559 |    0 |  737 |    0 |  736 |
| 2014-09-07 18:35:35 |        8785616 |         5 | 65.82    | 20.47     |  692 |    0 |    0 |  850 |    0 |  876 |    0 |  559 |    0 |  737 |    0 |  736 |
| 2014-09-07 18:35:40 |        8785616 |         6 | 66.11    | 20.18     |  692 |    0 |    0 |  850 |    0 |  876 |    0 |  559 |    0 |  737 |    0 |  736 |
| 2014-09-07 18:36:15 |        8785616 |        10 | 68.11    | 17.96     |  635 |    0 |    0 |  908 |    0 |  965 |    0 |  553 |    0 |  424 |  976 |  928 |
| 2014-09-07 18:36:15 |        8785616 |        11 | 68.11    | 17.96     |  635 |    0 |    0 |  908 |    0 |  965 |    0 |  553 |    0 |  424 |  976 |  928 |
| 2014-09-07 18:36:15 |        8785616 |        12 | 68.11    | 17.96     |  612 |    0 |    0 |  908 |    0 |  966 |    0 |  559 |    0 |  422 |  977 |  929 |
| 2014-09-07 18:36:15 |        8785616 |        13 | 68.12    | 17.95     |  612 |    0 |    0 |  908 |    0 |  966 |    0 |  559 |    0 |  422 |  977 |  929 |
| 2014-09-07 18:36:35 |        8785616 |        17 | 69.24    | 16.53     |  590 |    0 |    0 |  907 |    0 |  964 |    0 |  567 |    0 |  420 |  976 |  927 |
| 2014-09-07 18:36:40 |        8785616 |        18 | 69.52    | 16.14     |  571 |    0 |    0 |  910 |    0 |  963 |    0 |  571 |    0 |  421 |  976 |  923 |
| 2014-09-07 18:37:10 |        8785616 |        23 | 71.18    | 13.64     |  699 |    0 |    0 |  801 |    0 |  962 |    0 |  579 |    0 |  426 |  976 |  919 |
| 2014-09-07 18:37:30 |        8785617 |         3 | 72.27    | 11.74     |  627 |    0 |    0 |  909 |    0 |  961 |    0 |  583 |    0 |  428 |  976 |  915 |
| 2014-09-07 18:37:30 |        8785617 |         4 | 72.27    | 11.74     |  627 |    0 |    0 |  909 |    0 |  961 |    0 |  583 |    0 |  428 |  976 |  915 |
| 2014-09-07 18:37:40 |        8785617 |         5 | 72.81    | 10.7      |  627 |    0 |    0 |  909 |    0 |  961 |    0 |  583 |    0 |  428 |  976 |  915 |
| 2014-09-07 18:37:40 |        8785617 |         6 | 72.81    | 10.7      |  627 |    0 |    0 |  909 |    0 |  961 |    0 |  583 |    0 |  428 |  976 |  915 |
| 2014-09-07 18:38:00 |        8785617 |         9 | 73.87    | 8.44      |  627 |    0 |    0 |  909 |    0 |  961 |    0 |  583 |    0 |  428 |  976 |  915 |
| 2014-09-07 18:38:00 |        8785617 |        10 | 73.87    | 8.43      |  627 |    0 |    0 |  909 |    0 |  961 |    0 |  583 |    0 |  428 |  976 |  915 |
| 2014-09-07 18:38:10 |        8785617 |        11 | 74.39    | 7.2       |  627 |    0 |    0 |  909 |    0 |  961 |    0 |  583 |    0 |  428 |  976 |  915 |
| 2014-09-07 18:38:10 |        8785617 |        12 | 74.39    | 7.2       |  627 |    0 |    0 |  909 |    0 |  961 |    0 |  583 |    0 |  428 |  976 |  915 |
| 2014-09-07 18:38:30 |        8785617 |        15 | 75.41    | 4.48      |  627 |    0 |    0 |  909 |    0 |  961 |    0 |  583 |    0 |  428 |  976 |  915 |
| 2014-09-07 20:05:50 |        8785661 |         5 | 40.51    | 9.8       | 1010 | 1007 |  985 |  990 |    0 |    0 |  981 |  980 |    0 |    0 |  979 |  977 |
| 2014-09-07 20:06:00 |        8785661 |         6 | 41.12    | 9.6       | 1010 | 1007 |  985 |  990 |    0 |    0 |  981 |  980 |    0 |    0 |  979 |  977 |
| 2014-09-07 20:06:30 |        8785661 |        13 | 42.94    | 8.99      |  969 |    0 |    0 |  960 |    0 |  958 |  979 |  983 |    0 |  976 |  982 |  968 |
| 2014-09-07 20:06:35 |        8785661 |        14 | 43.24    | 8.89      |  969 |    0 |    0 |  960 |    0 |  958 |  979 |  983 |    0 |  976 |  982 |  968 |
| 2014-09-07 20:06:40 |        8785661 |        15 | 43.54    | 8.78      |  853 |    0 |    0 |  796 |    0 |  775 |    0 |  814 |  977 |  968 |    0 |  877 |
| 2014-09-07 20:06:45 |        8785661 |        16 | 43.84    | 8.67      |  853 |    0 |    0 |  796 |    0 |  775 |    0 |  814 |  977 |  968 |    0 |  877 |
| 2014-09-07 20:06:50 |        8785661 |        17 | 44.15    | 8.56      |  584 |    0 |    0 |  494 |    0 |  425 |    0 |  509 | 1000 |  940 |    0 |  730 |
| 2014-09-07 20:07:00 |        8785661 |        18 | 44.75    | 8.35      |  584 |    0 |    0 |  494 |    0 |  425 |    0 |  509 | 1000 |  940 |    0 |  730 |
| 2014-09-07 20:07:00 |        8785661 |        19 | 44.75    | 8.35      |  606 |    0 |    0 |  511 |    0 |  694 |    0 |  456 | 1017 |  918 |    0 |  742 |
| 2014-09-07 20:07:05 |        8785661 |        20 | 45.05    | 8.24      |  606 |    0 |    0 |  511 |    0 |  694 |    0 |  456 | 1017 |  918 |    0 |  742 |
| 2014-09-07 20:07:15 |        8785661 |        21 | 45.66    | 8.01      |  493 |    0 |    0 |  620 |    0 |  708 |    0 |  433 |    0 |  938 |    0 |  766 |
| 2014-09-07 20:07:15 |        8785661 |        22 | 45.66    | 8.01      |  493 |    0 |    0 |  620 |    0 |  708 |    0 |  433 |    0 |  938 |    0 |  766 |
| 2014-09-07 20:07:20 |        8785661 |        23 | 45.96    | 7.9       |  528 |    0 |    0 |  570 |    0 |  722 |    0 |  838 |    0 |  895 |    0 |  792 |
| 2014-09-07 20:07:30 |        8785662 |         0 | 46.56    | 7.67      |  528 |    0 |    0 |  570 |    0 |  722 |    0 |  838 |    0 |  895 |    0 |  792 |
| 2014-09-07 20:07:30 |        8785662 |         1 | 46.57    | 7.67      |  487 |    0 |    0 |  768 |    0 |  561 |    0 |  398 |    0 |  848 |    0 |  818 |
| 2014-09-07 20:07:40 |        8785662 |         2 | 47.17    | 7.44      |  487 |    0 |    0 |  768 |    0 |  561 |    0 |  398 |    0 |  848 |    0 |  818 |
| 2014-09-07 20:07:40 |        8785662 |         3 | 47.17    | 7.44      |  613 |    0 |    0 |  713 |    0 |  749 |    0 |  378 |    0 |  802 |    0 |  844 |
| 2014-09-07 20:07:50 |        8785662 |         4 | 47.77    | 7.2       |  613 |    0 |    0 |  713 |    0 |  749 |    0 |  378 |    0 |  802 |    0 |  844 |
| 2014-09-07 20:07:50 |        8785662 |         5 | 47.77    | 7.2       |  544 |    0 |    0 |  780 |    0 |  761 |    0 |  361 |    0 |  754 |    0 |  868 |
| 2014-09-07 20:07:55 |        8785662 |         6 | 48.07    | 7.08      |  544 |    0 |    0 |  780 |    0 |  761 |    0 |  361 |    0 |  754 |    0 |  868 |
| 2014-09-07 20:08:00 |        8785662 |         7 | 48.38    | 6.96      |  541 |    0 |    0 |  785 |    0 |  774 |    0 |  348 |    0 |  707 |    0 |  892 |
| 2014-09-07 20:08:05 |        8785662 |         8 | 48.68    | 6.83      |  541 |    0 |    0 |  785 |    0 |  774 |    0 |  348 |    0 |  707 |    0 |  892 |
| 2014-09-07 20:08:10 |        8785662 |         9 | 48.98    | 6.71      |  890 |    0 |    0 |  571 |    0 |  629 |    0 |  330 |    0 |  685 |    0 |  914 |
| 2014-09-07 20:08:20 |        8785662 |        11 | 49.58    | 6.45      |  620 |    0 |    0 |  822 |    0 |  798 |    0 |  314 |    0 |  662 |    0 |  936 |
| 2014-09-07 20:08:25 |        8785662 |        12 | 49.88    | 6.33      |  620 |    0 |    0 |  822 |    0 |  798 |    0 |  314 |    0 |  662 |    0 |  936 |
| 2014-09-07 20:08:30 |        8785662 |        13 | 50.18    | 6.2       |  551 |    0 |    0 |  752 |    0 |  808 |    0 |  300 |    0 |  638 |    0 |  960 |
| 2014-09-07 20:08:35 |        8785662 |        14 | 50.48    | 6.07      |  551 |    0 |    0 |  752 |    0 |  808 |    0 |  300 |    0 |  638 |    0 |  960 |
| 2014-09-07 20:08:40 |        8785662 |        15 | 50.78    | 5.93      |  549 |    0 |    0 |  788 |    0 |  819 |    0 |  289 |    0 |  616 |  971 |  967 |
| 2014-09-07 20:08:45 |        8785662 |        16 | 51.08    | 5.8       |  549 |    0 |    0 |  788 |    0 |  819 |    0 |  289 |    0 |  616 |  971 |  967 |
| 2014-09-07 20:08:50 |        8785662 |        17 | 51.38    | 5.67      |  789 |    0 |    0 |  671 |    0 |  828 |    0 |  275 |    0 |  691 |  970 |  983 |
| 2014-09-07 20:08:55 |        8785662 |        18 | 51.68    | 5.53      |  789 |    0 |    0 |  671 |    0 |  828 |    0 |  275 |    0 |  691 |  970 |  983 |
| 2014-09-07 20:09:05 |        8785662 |        19 | 52.28    | 5.25      |  718 |    0 |    0 |  821 |    0 |  838 |    0 |  262 |    0 |  576 |  969 |    0 |
| 2014-09-07 20:09:05 |        8785662 |        20 | 52.29    | 5.25      |  718 |    0 |    0 |  821 |    0 |  838 |    0 |  262 |    0 |  576 |  969 |    0 |
| 2014-09-07 20:09:10 |        8785662 |        21 | 52.58    | 5.11      |  710 |    0 |    0 |  857 |    0 |  847 |    0 |  254 |    0 |  557 |  963 |    0 |
| 2014-09-07 20:09:15 |        8785662 |        22 | 52.88    | 4.97      |  710 |    0 |    0 |  857 |    0 |  847 |    0 |  254 |    0 |  557 |  963 |    0 |
| 2014-09-07 20:09:25 |        8785662 |        23 | 53.48    | 4.68      |  736 |    0 |    0 |  860 |    0 |  854 |    0 |  243 |    0 |  536 |  953 |    0 |
| 2014-09-07 20:09:25 |        8785663 |         0 | 53.48    | 4.67      |  736 |    0 |    0 |  860 |    0 |  854 |    0 |  243 |    0 |  536 |  953 |    0 |
| 2014-09-07 20:09:30 |        8785663 |         1 | 53.78    | 4.53      |  729 |    0 |    0 |  899 |    0 |  861 |    0 |  233 |    0 |  519 |  940 |    0 |
| 2014-09-07 20:09:35 |        8785663 |         2 | 54.08    | 4.38      |  729 |    0 |    0 |  899 |    0 |  861 |    0 |  233 |    0 |  519 |  940 |    0 |
| 2014-09-07 20:09:40 |        8785663 |         3 | 54.38    | 4.22      |  749 |    0 |    0 |  882 |    0 |  868 |    0 |  222 |    0 |  499 |  923 |    0 |
| 2014-09-07 20:09:50 |        8785663 |         4 | 54.97    | 3.91      |  749 |    0 |    0 |  882 |    0 |  868 |    0 |  222 |    0 |  499 |  923 |    0 |
| 2014-09-07 20:09:50 |        8785663 |         5 | 54.98    | 3.91      |  768 |    0 |    0 |  890 |    0 |  873 |    0 |  214 |    0 |  481 |  904 |    0 |
| 2014-09-07 20:10:00 |        8785663 |         6 | 55.57    | 3.6       |  768 |    0 |    0 |  890 |    0 |  873 |    0 |  214 |    0 |  481 |  904 |    0 |
| 2014-09-07 20:10:00 |        8785663 |         7 | 55.57    | 3.59      |  710 |    0 |    0 |  834 |    0 |  404 |    0 |  205 |    0 |  462 |  947 |    0 |
| 2014-09-07 20:10:11 |        8785663 |         8 | 56.24    | 3.23      |  710 |    0 |    0 |  834 |    0 |  404 |    0 |  205 |    0 |  462 |  947 |    0 |
| 2014-09-07 20:10:11 |        8785663 |         9 | 56.24    | 3.23      |  787 |    0 |    0 |  909 |    0 |  883 |    0 |  197 |    0 |  443 |  864 |    0 |
| 2014-09-07 20:10:15 |        8785663 |        10 | 56.47    | 3.1       |  787 |    0 |    0 |  909 |    0 |  883 |    0 |  197 |    0 |  443 |  864 |    0 |
| 2014-09-07 20:10:20 |        8785663 |        11 | 56.76    | 2.93      |  829 |    0 |    0 |  932 |    0 |  888 |    0 |  193 |    0 |  422 |  844 |    0 |
| 2014-09-07 20:10:25 |        8785663 |        12 | 57.06    | 2.76      |  829 |    0 |    0 |  932 |    0 |  888 |    0 |  193 |    0 |  422 |  844 |    0 |
| 2014-09-07 20:10:30 |        8785663 |        13 | 57.36    | 2.59      |  772 |    0 |    0 |  944 |    0 |  892 |    0 |  186 |    0 |  402 |  822 |    0 |
| 2014-09-07 20:10:35 |        8785663 |        14 | 57.65    | 2.41      |  772 |    0 |    0 |  944 |    0 |  892 |    0 |  186 |    0 |  402 |  822 |    0 |
| 2014-09-07 20:10:45 |        8785663 |        15 | 58.25    | 2.05      |  821 |    0 |    0 |  977 |    0 |  851 |    0 |  179 |    0 |  384 |  801 |    0 |
| 2014-09-07 20:10:45 |        8785663 |        16 | 58.25    | 2.05      |  821 |    0 |    0 |  977 |    0 |  851 |    0 |  179 |    0 |  384 |  801 |    0 |
| 2014-09-07 20:10:50 |        8785663 |        17 | 58.54    | 1.87      |  824 |    0 |    0 |  978 |    0 |  899 |    0 |  739 |    0 |  370 |  778 |    0 |
| 2014-09-07 20:10:55 |        8785663 |        18 | 58.84    | 1.68      |  824 |    0 |    0 |  978 |    0 |  899 |    0 |  739 |    0 |  370 |  778 |    0 |
| 2014-09-07 20:11:05 |        8785663 |        19 | 59.43    | 1.3       |  862 |    0 |    0 |  978 |    0 |  901 |    0 |  170 |    0 |  354 |  809 |    0 |
| 2014-09-07 20:11:05 |        8785663 |        20 | 59.43    | 1.3       |  862 |    0 |    0 |  978 |    0 |  901 |    0 |  170 |    0 |  354 |  809 |    0 |
| 2014-09-07 20:11:10 |        8785663 |        21 | 59.73    | 1.11      |  860 |    0 |    0 |  978 |    0 |  905 |    0 |  165 |    0 |  341 |  832 |    0 |
| 2014-09-07 20:11:20 |        8785663 |        22 | 60.31    | 0.71      |  860 |    0 |    0 |  978 |    0 |  905 |    0 |  165 |    0 |  341 |  832 |    0 |
| 2014-09-07 20:11:20 |        8785663 |        23 | 60.32    | 0.7       |  857 |    0 |    0 |  977 |    0 |  907 |    0 |  161 |    0 |  328 |  846 |    0 |
| 2014-09-07 20:11:25 |        8785664 |         0 | 60.61    | 0.5       |  857 |    0 |    0 |  977 |    0 |  907 |    0 |  161 |    0 |  328 |  846 |    0 |
| 2014-09-07 20:11:35 |        8785664 |         1 | 61.2     | 0.08      |  856 |    0 |    0 |  977 |    0 |  909 |    0 |  157 |    0 |  313 |  842 |    0 |
| 2014-09-07 20:11:35 |        8785664 |         2 | 61.2     | 0.08      |  856 |    0 |    0 |  977 |    0 |  909 |    0 |  157 |    0 |  313 |  842 |    0 |
| 2014-09-07 20:11:45 |        8785664 |         3 | 61.78    | 359.65    |  853 |    0 |    0 |  977 |    0 |  911 |    0 |  155 |    0 |  300 |  840 |    0 |
| 2014-09-07 20:11:45 |        8785664 |         4 | 61.79    | 359.64    |  853 |    0 |    0 |  977 |    0 |  911 |    0 |  155 |    0 |  300 |  840 |    0 |
| 2014-09-07 20:11:50 |        8785664 |         5 | 62.08    | 359.42    |  853 |    0 |    0 |  977 |    0 |  911 |    0 |  155 |    0 |  300 |  840 |    0 |
| 2014-09-07 20:11:55 |        8785664 |         6 | 62.37    | 359.19    |  853 |    0 |    0 |  977 |    0 |  911 |    0 |  155 |    0 |  300 |  840 |    0 |
| 2014-09-07 20:12:05 |        8785664 |         7 | 62.95    | 358.73    |  853 |    0 |    0 |  977 |    0 |  911 |    0 |  155 |    0 |  300 |  840 |    0 |
| 2014-09-07 20:12:05 |        8785664 |         8 | 62.96    | 358.73    |  853 |    0 |    0 |  977 |    0 |  911 |    0 |  155 |    0 |  300 |  840 |    0 |
| 2014-09-07 20:12:15 |        8785664 |         9 | 63.54    | 358.25    |  853 |    0 |    0 |  977 |    0 |  911 |    0 |  155 |    0 |  300 |  840 |    0 |
| 2014-09-07 20:12:15 |        8785664 |        10 | 63.54    | 358.24    |  853 |    0 |    0 |  977 |    0 |  911 |    0 |  155 |    0 |  300 |  840 |    0 |
| 2014-09-07 20:12:20 |        8785664 |        11 | 63.83    | 358       |  853 |    0 |    0 |  977 |    0 |  911 |    0 |  155 |    0 |  300 |  840 |    0 |
| 2014-09-07 20:12:25 |        8785664 |        12 | 64.12    | 357.74    |  853 |    0 |    0 |  977 |    0 |  911 |    0 |  155 |    0 |  300 |  840 |    0 |
| 2014-09-07 20:12:30 |        8785664 |        13 | 64.41    | 357.49    |  853 |    0 |    0 |  977 |    0 |  911 |    0 |  155 |    0 |  300 |  840 |    0 |
| 2014-09-07 20:12:35 |        8785664 |        14 | 64.7     | 357.22    |  853 |    0 |    0 |  977 |    0 |  911 |    0 |  155 |    0 |  300 |  840 |    0 |
| 2014-09-07 20:12:45 |        8785664 |        15 | 65.28    | 356.68    |  853 |    0 |    0 |  977 |    0 |  911 |    0 |  155 |    0 |  300 |  840 |    0 |
| 2014-09-07 20:12:45 |        8785664 |        16 | 65.28    | 356.68    |  853 |    0 |    0 |  977 |    0 |  911 |    0 |  155 |    0 |  300 |  840 |    0 |
| 2014-09-07 20:12:50 |        8785664 |        17 | 65.57    | 356.4     |  853 |    0 |    0 |  977 |    0 |  911 |    0 |  155 |    0 |  300 |  840 |    0 |
| 2014-09-07 20:12:55 |        8785664 |        18 | 65.85    | 356.11    |  853 |    0 |    0 |  977 |    0 |  911 |    0 |  155 |    0 |  300 |  840 |    0 |
| 2014-09-07 20:13:05 |        8785664 |        19 | 66.43    | 355.53    |  853 |    0 |    0 |  977 |    0 |  911 |    0 |  155 |    0 |  300 |  840 |    0 |
| 2014-09-07 20:13:10 |        8785664 |        20 | 66.71    | 355.22    |  853 |    0 |    0 |  977 |    0 |  911 |    0 |  155 |    0 |  300 |  840 |    0 |
| 2014-09-07 20:13:15 |        8785664 |        21 | 67       | 354.91    |  853 |    0 |    0 |  977 |    0 |  911 |    0 |  155 |    0 |  300 |  840 |    0 |
| 2014-09-07 20:13:15 |        8785664 |        22 | 67       | 354.91    |  853 |    0 |    0 |  977 |    0 |  911 |    0 |  155 |    0 |  300 |  840 |    0 |
| 2014-09-07 20:13:20 |        8785664 |        23 | 67.29    | 354.59    |  853 |    0 |    0 |  977 |    0 |  911 |    0 |  155 |    0 |  300 |  840 |    0 |
| 2014-09-07 20:13:30 |        8785665 |         0 | 67.86    | 353.94    |  853 |    0 |    0 |  977 |    0 |  911 |    0 |  155 |    0 |  300 |  840 |    0 |
| 2014-09-07 20:13:30 |        8785665 |         1 | 67.86    | 353.94    |  853 |    0 |    0 |  977 |    0 |  911 |    0 |  155 |    0 |  300 |  840 |    0 |
| 2014-09-07 20:13:35 |        8785665 |         2 | 68.14    | 353.6     |  853 |    0 |    0 |  977 |    0 |  911 |    0 |  155 |    0 |  300 |  840 |    0 |
| 2014-09-07 20:13:40 |        8785665 |         3 | 68.42    | 353.25    |  853 |    0 |    0 |  977 |    0 |  911 |    0 |  155 |    0 |  300 |  840 |    0 |
| 2014-09-07 20:13:50 |        8785665 |         5 | 68.99    | 352.53    |  853 |    0 |    0 |  977 |    0 |  911 |    0 |  155 |    0 |  300 |  840 |    0 |
| 2014-09-07 20:13:55 |        8785665 |         6 | 69.27    | 352.16    |  853 |    0 |    0 |  977 |    0 |  911 |    0 |  155 |    0 |  300 |  840 |    0 |
| 2014-09-07 20:14:00 |        8785665 |         7 | 69.55    | 351.78    |  853 |    0 |    0 |  977 |    0 |  911 |    0 |  155 |    0 |  300 |  840 |    0 |
| 2014-09-07 20:14:05 |        8785665 |         8 | 69.83    | 351.38    |  853 |    0 |    0 |  977 |    0 |  911 |    0 |  155 |    0 |  300 |  840 |    0 |
| 2014-09-07 20:14:10 |        8785665 |         9 | 70.11    | 350.98    |  853 |    0 |    0 |  977 |    0 |  911 |    0 |  155 |    0 |  300 |  840 |    0 |
| 2014-09-07 20:14:15 |        8785665 |        10 | 70.38    | 350.57    |  853 |    0 |    0 |  977 |    0 |  911 |    0 |  155 |    0 |  300 |  840 |    0 |
| 2014-09-07 21:43:05 |        8785709 |        17 | 40.24    | 345.56    |  980 |  979 |  980 |  981 |    0 |    0 |    0 |    0 |    0 |    0 |    0 |    0 |
| 2014-09-07 21:43:05 |        8785709 |        18 | 40.24    | 345.56    |  980 |  979 |  980 |  981 |    0 |    0 |    0 |    0 |    0 |    0 |    0 |    0 |
| 2014-09-07 21:43:10 |        8785709 |        19 | 40.54    | 345.47    | 1008 | 1008 | 1004 | 1015 |    0 |    0 |    0 | 1019 |    0 |    0 |    0 |    0 |
| 2014-09-07 21:43:15 |        8785709 |        20 | 40.85    | 345.37    | 1008 | 1008 | 1004 | 1015 |    0 |    0 |    0 | 1019 |    0 |    0 |    0 |    0 |
| 2014-09-07 21:43:20 |        8785709 |        21 | 41.15    | 345.27    |  987 |  987 |  987 |  990 |    0 |    0 |  979 |  978 |  987 |  985 |    0 | 1017 |
| 2014-09-07 21:43:25 |        8785709 |        22 | 41.45    | 345.17    |  987 |  987 |  987 |  990 |    0 |    0 |  979 |  978 |  987 |  985 |    0 | 1017 |
| 2014-09-07 21:43:30 |        8785709 |        23 | 41.75    | 345.06    |  978 |  977 |  978 |  978 |    0 |    0 |  977 |  976 |  976 |  976 |  986 |  982 |
| 2014-09-07 21:43:35 |        8785710 |         0 | 42.06    | 344.96    |  978 |  977 |  978 |  978 |    0 |    0 |  977 |  976 |  976 |  976 |  986 |  982 |
| 2014-09-07 21:43:40 |        8785710 |         1 | 42.37    | 344.86    |  977 |  977 |  977 |  977 |    0 |    0 | 1007 | 1008 |  991 |  983 |  978 |  976 |
| 2014-09-07 21:43:45 |        8785710 |         2 | 42.66    | 344.76    |  977 |  977 |  977 |  977 |    0 |    0 | 1007 | 1008 |  991 |  983 |  978 |  976 |
| 2014-09-07 21:43:50 |        8785710 |         3 | 42.97    | 344.65    |  973 |    0 |    0 |  968 |  976 |  976 |    0 |  979 |  977 |  976 |  979 |    0 |
| 2014-09-07 21:43:55 |        8785710 |         4 | 43.27    | 344.55    |  973 |    0 |    0 |  968 |  976 |  976 |    0 |  979 |  977 |  976 |  979 |    0 |
| 2014-09-07 21:44:00 |        8785710 |         5 | 43.57    | 344.44    |  896 |    0 |    0 |  898 |    0 |  961 |    0 |  932 |    0 |  939 |    0 |  955 |
| 2014-09-07 21:44:05 |        8785710 |         6 | 43.88    | 344.33    |  896 |    0 |    0 |  898 |    0 |  961 |    0 |  932 |    0 |  939 |    0 |  955 |
